sampleid,taxa,count,measurement,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
P18036163004,chironomidae,2,BL,5.63,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163004,chironomidae,2,HW,0.26,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163004,ephemeroptera,1,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163004,ephemeroptera,1,HW,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163005,chironomidae,6,BL,8.32,9.14,10.68,7.72,6.66,20.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163005,chironomidae,6,HW,0.34,0.52,0.34,0.47,0.67,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163005,oligochaeta,3,BL,15.55,10.06,12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163006,ephemeroptera,1,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163006,ephemeroptera,1,HW,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163006,chironomidae,5,BL,7.34,5.56,7.69,8.37,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163006,chironomidae,5,HW,0.31,0.37,0.38,0.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163006,diptera,1,BL,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163007,chironomidae,3,BL,10.18,5.31,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163007,chironomidae,3,HW,0.35,0.6,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163007,oligochaeta,2,BL,12.49,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163008,chironomidae,3,BL,7.38,8.93,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163008,chironomidae,3,HW,0.33,0.52,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163008,oligochaeta,1,BL,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163009,chironomidae,14,BL,14.81,10.02,4.93,3.71,5.21,4.28,4.44,5.32,6.16,8.23,5.89,13.3,6.16,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163009,chironomidae,14,HW,0.41,0.33,0.38,0.39,0.34,0.39,0.35,0.35,0.45,0.61,0.33,0.44,0.46,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163009,trichoptera,1,BL,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163009,trichoptera,1,HW,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163009,oligochaeta,3,BL,9.02,10.53,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163010,chironomidae,5,BL,5.62,11.36,5.32,5.6,19.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18036163010,chironomidae,5,HW,0.31,0.36,0.21,0.32,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163001,no organisms ,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,planorbidae,3,SL,3.26,3.84,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,planorbidae,3,AW,1.86,2.26,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,planorbidae,3,AL,1.54,1.6,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,chironomidae,7,BL,21.31,7.24,6.99,5.88,3.45,22.66,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,chironomidae,7,HW,0.59,0.31,0.47,0.34,0.34,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,corbiculidae,4,SL,2.68,2.26,2.62,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,trichoptera,1,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,trichoptera,1,HW,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163002,oligochaeta,8,BL,24.94,5.72,8.55,4.48,19.06,11.78,4.51,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163003,chironomidae,2,BL,7.55,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163003,chironomidae,2,HW,0.45,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163003,oligochaeta,1,BL,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163004,chironomidae,8,BL,5.42,23.17,19.47,17.49,23.86,21.48,10.63,19.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163004,chironomidae,8,HW,0.64,0.63,0.59,0.62,0.69,0.59,0.36,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163004,ephemeroptera,1,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163004,ephemeroptera,1,HW,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163004,oligochaeta,1,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163005,chironomidae,4,BL,21.06,5.44,3.17,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163005,chironomidae,4,HW,0.55,0.37,0.3,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163005,bivalvia,2,SL,3.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163005,oligochaeta,1,BL,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163006,chironomidae,11,BL,23.82,6.76,8.74,21.78,5.05,24.43,5.51,6.41,6.7,4.02,21.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163006,chironomidae,11,HW,0.6,0.28,0.55,0.59,0.19,0.63,0.34,0.32,0.42,0.43,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163006,diptera,1,BL,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163006,diptera,1,HW,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163006,oligochaeta,2,BL,14.92,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163006,planorbidae,1,SL,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163006,planorbidae,1,AW,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163006,planorbidae,1,AL,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163007,chironomidae,5,BL,5.76,24.83,21.36,23.93,22.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163007,chironomidae,5,HW,0.31,0.57,0.57,0.57,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163007,sphaeriidae,1,SL,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163007,ceratopogonidae,1,BL,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163007,ceratopogonidae,1,HW,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163007,oligochaeta,2,BL,11.8,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163007,sialidae,1,BL,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163007,sialidae,1,HW,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163008,chironomidae,10,BL,4.82,7.1,6.53,14.31,3.93,13.38,5.75,5.83,7.27,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163008,chironomidae,10,HW,0.37,0.3,0.38,0.36,0.34,0.32,0.35,0.45,0.51,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163008,oligochaeta,1,BL,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163009,chironomidae,8,BL,3.85,6.58,4.75,9.41,4.85,6.94,6.76,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163009,chironomidae,8,HW,0.22,0.61,0.36,0.58,0.3,0.5,0.21,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163009,molannidae,1,BL,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163009,molannidae,1,HW,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163009,oligochaeta,2,BL,21.2,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163009,sialidae,5,BL,6.23,7.74,9.72,9.64,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163009,sialidae,5,HW,1.07,0.99,1.22,1.39,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,ceratopogonidae,2,BL,9.8,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,ceratopogonidae,2,HW,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,chironomidae,16,BL,7.53,4.42,8.4,8.98,7.49,4.5,5.17,2.51,3.35,9.38,4.55,6.31,5.74,4.57,4.57,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,chironomidae,16,HW,0.49,0.23,0.33,0.41,0.36,0.29,0.51,0.31,0.33,0.34,0.29,0.31,0.37,0.29,0.33,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,ephemeroptera,1,BL,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,ephemeroptera,1,HW,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,hydropsychidae,1,BL,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,hydropsychidae,1,HW,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,unionoidae,1,SH,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18105163010,oligochaeta,5,BL,16.28,15.96,4.68,24.58,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179001,chironomidae,18,BL,8.19,14.69,49.11,22.59,15.38,14.27,16.97,18.12,7.35,15.61,15.9,14.98,17.74,17.11,16.11,18.06,13.33,14.08,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179001,chironomidae,18,HW,0.37,0.77,0.72,0.54,0.67,0.41,0.5,0.42,0.29,0.55,0.57,0.44,0.64,0.53,0.51,0.54,0.58,0.42,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179001,hirudinea,3,BL,5.07,4.74,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179001,oligochaeta,15,BL,2.41,4.25,3.04,4.09,3.28,3.13,3.79,4.15,2.83,2.82,4.29,2.76,1.97,2.85,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179002,simuliidae,1,BL,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179002,simuliidae,1,HW,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179002,chironomidae,5,BL,15.95,16.72,19.82,20.94,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179002,chironomidae,5,HW,0.61,0.57,0.65,0.47,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179002,oligochaeta,17,BL,3.17,3.89,3.71,3.95,3.36,3.66,3.29,3.89,1.93,3.6,2.6,3.61,3.9,3.71,3.82,2.22,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179003,chironomidae,16,BL,19.39,17.59,12.33,17.15,16.5,17.6,15.87,18.59,16.82,14.44,16.47,15.71,19.96,12.87,23.14,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179003,chironomidae,16,HW,0.72,0.79,0.44,0.5,0.49,0.49,0.51,0.49,0.51,0.6,0.53,0.65,0.45,0.5,0.53,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179003,ephydridae,2,BL,9.67,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179003,ephydridae,2,HW,0.48,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179003,gammaridae,1,BL,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179003,oligochaeta,9,BL,3.78,7.45,13.75,3.73,3.75,7.12,4.55,3.42,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179004,ceratopogonidae,4,BL,12.05,12.63,12.82,14.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179004,ceratopogonidae,4,HW,0.46,0.43,0.45,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179004,chironomidae,15,BL,8.06,16.4,14.23,14.82,17.81,17.39,15.92,17.38,17.7,17.01,15.88,18.4,20.17,15.66,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179004,chironomidae,15,HW,0.3,0.49,0.44,0.49,0.48,0.61,0.54,0.47,0.4,0.57,0.37,0.48,0.38,0.47,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179004,hydrachnellae,1,BL,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179004,oligochaeta,15,BL,10.55,4.58,9.48,3.88,10.35,4.3,5.12,4.72,4.39,2.98,3.48,3.21,7.21,3.95,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179005,chironomidae,15,BL,21.61,20.8,21.59,17.52,22.8,21.89,21.02,19.86,23.49,25.21,23.9,19.97,19.93,19.58,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179005,chironomidae,15,HW,0.48,0.4,0.51,0.54,0.51,0.51,0.44,0.48,0.55,0.49,0.48,0.49,0.49,0.49,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179005,hirudinea,1,BL,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179005,oligochaeta,17,BL,2.95,5.66,15.62,4.91,20.66,7.63,12.79,4.21,2.6,2.72,2.87,3.42,4.32,4.4,3.97,4.38,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179006,chironomidae,16,BL,17.94,19.6,19.79,19.19,20.8,15.9,20.62,15.21,18.8,16.53,15.97,16.89,17.95,19.63,15.26,18.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179006,chironomidae,16,HW,0.58,0.6,0.51,0.49,0.65,0.58,0.43,0.54,0.55,0.46,0.5,0.51,0.52,0.47,0.46,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179006,unionidae,1,SL,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179006,oligochaeta,2,BL,3.76,12.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179006,ceratopogonidae,5,BL,8.21,9.6,10.21,11.92,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179006,ceratopogonidae,5,HW,0.61,0.57,0.52,0.48,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179007,chironomidae,5,BL,23.55,10.84,13.39,15.76,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179007,chironomidae,5,HW,0.56,0.56,0.7,0.49,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179008,chironomidae,11,BL,7,17.42,16.83,11.07,16.83,18.61,19.19,19.31,18.31,5.99,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179008,chironomidae,11,HW,0.93,0.5,0.46,0.33,0.55,0.59,0.58,0.48,0.52,0.37,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179008,oligochaeta,2,BL,13.01,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179009,chironomidae,15,BL,23.5,20.8,22.05,16.12,20.92,19.76,21.75,22.6,20.64,23.63,18.96,19.38,19.21,19.19,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179009,chironomidae,15,HW,0.49,0.56,0.52,0.45,0.59,0.48,0.54,0.59,0.58,0.58,0.51,0.5,0.42,0.55,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179009,ceratopogonidae,5,BL,12.85,11.05,13.26,11.5,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179009,ceratopogonidae,5,HW,0.52,0.43,0.58,0.47,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179009,oligochaeta,15,BL,17.5,4.19,5.09,4.28,4.24,4.46,4.24,3.74,4.06,4.19,5.09,4.28,4.24,4.46,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179009,unionidae,2,SL,4.89,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179010,chironomidae,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18113179010,hirudinea,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184001,chironomidae,5,BL,16.15,13.88,7.04,4.93,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184001,chironomidae,5,HW,0.68,0.52,0.53,0.59,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184002,chironomidae,2,BL,10.01,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184002,chironomidae,2,HW,0.48,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184002,oligochaeta,4,BL,4.07,2.83,10.06,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184003,oligochaeta,1,BL,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184004,chironomidae,1,BL,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184004,chironomidae,1,HW,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184004,oligochaeta,1,BL,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184005,chironomidae,3,BL,11.07,7.27,10.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184005,chironomidae,3,HW,0.45,0.51,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184005,oligochaeta,2,BL,2.87,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184006,chaoboridae,6,ASL,0.41,0.4,0.41,0.46,0.37,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184006,chaoboridae,6,BL,5.36,7.15,4.97,5.35,6.05,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184006,chironomidae,5,BL,15.98,6.3,11.91,9.98,13.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184006,chironomidae,5,HW,0.39,0.28,0.48,0.52,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184007,chaoboridae,2,ASL,0.45,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184007,chaoboridae,2,BL,7.13,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184008,oligochaeta,1,BL,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184008,sphaeriidae,2,SL,2.45,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184008,chaoboridae,2,ASL,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184008,chaoboridae,2,BL,7.47,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184008,chironomidae,2,BL,10.72,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184008,chironomidae,2,HW,0.48,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18406184009,chironomidae,1,BL,13.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
