year,lake,DENS_LOG,BINMID_LOG,DATAUSEDINFIT
2018,Blue,20.75524579668371,-29.415037499278842,used
2018,Blue,16.91874452896659,-26.41503749927885,used
2018,Blue,19.340208297404867,-24.415037499278842,used
2018,Blue,19.198852448159325,-22.415037499278842,used
2018,Blue,17.2813146083513,-20.415037499278842,used
2018,Blue,19.065585917295863,-19.41503749927884,used
2018,Blue,16.848355201075194,-18.415037499278842,used
2018,Blue,5.4422223286195015,-14.415037499278844,used
2018,Blue,6.4422223286195015,-13.415037499278844,used
2018,Blue,7.39955419281242,-12.415037499278844,used
2018,Blue,6.445862701871442,-9.415037499278844,used
2018,Blue,7.290219234897934,-7.415037499278844,used
2018,Blue,8.120294233659553,-6.415037499278844,used
2018,Center,18.94933284880001,-30.415037499278842,used
2018,Center,14.947313681163362,-29.415037499278842,used
2018,Center,17.18435287846421,-28.415037499278842,used
2018,Center,13.889598183307074,-25.415037499278842,used
2018,Center,16.988937558464478,-22.415037499278842,used
2018,Center,13.793962904256565,-21.415037499278842,used
2018,Center,15.845466921750367,-20.415037499278842,used
2018,Center,17.131091521351536,-19.41503749927884,used
2018,Center,16.38788627254934,-18.415037499278842,used
2018,Center,16.13464495920929,-17.415037499278842,used
2018,Center,17.18435287846421,-16.415037499278842,used
2018,Center,15.554996258384602,-29.415037499278842,used
2018,Center,12.052495917855417,-26.41503749927885,used
2018,Center,13.350176466496103,-25.415037499278842,used
2018,Center,13.139958759105758,-24.415037499278842,used
2018,Center,16.817920159447105,-22.415037499278842,used
2018,Center,13.58647448985777,-20.415037499278842,used
2018,Center,16.2373712607637,-19.41503749927884,used
2018,Center,15.598103979939689,-18.415037499278842,used
2018,Center,7.368221739517671,-11.415037499278844,used
2018,Center,6.442222328536546,-9.415037499278844,used
2018,Center,8.539083867906564,-6.415037499278844,used
2018,Five.Island,16.81902482645428,-29.415037499278842,used
2018,Five.Island,14.55764583679855,-28.415037499278842,used
2018,Five.Island,13.811829325050079,-25.415037499278842,used
2018,Five.Island,16.665978458586622,-22.415037499278842,used
2018,Five.Island,14.398270754697148,-21.415037499278842,used
2018,Five.Island,17.132573184253552,-20.415037499278842,used
2018,Five.Island,17.17067998255689,-19.41503749927884,used
2018,Five.Island,15.987169669977474,-18.415037499278842,used
2018,Five.Island,15.854473662458572,-17.415037499278842,used
2018,Five.Island,15.478760672557517,-16.415037499278842,used
2018,Five.Island,17.324477620955346,-29.415037499278842,used
2018,Five.Island,14.528229348821815,-26.41503749927885,used
2018,Five.Island,13.88538593202016,-25.415037499278842,used
2018,Five.Island,13.94326684810066,-23.415037499278846,used
2018,Five.Island,16.52597619352878,-22.415037499278842,used
2018,Five.Island,14.75293563599651,-19.41503749927884,used
2018,Five.Island,16.19375157646646,-18.415037499278842,used
2018,Five.Island,14.475027953681186,-17.415037499278842,used
2018,Five.Island,8.780091975412489,-12.415037499278844,used
2018,Five.Island,7.027184829230051,-10.415037499278844,used
2018,Five.Island,5.4422223286195015,-9.415037499278844,used
2018,Five.Island,5.857259827898345,-8.415037499278844,used
2018,Five.Island,7.027185021685557,-7.415037499278844,used
2018,Five.Island,7.389754908762234,-6.415037499278844,used
2018,North.Twin,19.879441568270902,-29.415037499278842,used
2018,North.Twin,15.478760672557517,-24.415037499278842,used
2018,North.Twin,14.087142060662309,-23.415037499278846,used
2018,North.Twin,15.638710214786034,-22.415037499278842,used
2018,North.Twin,17.29725615222032,-19.41503749927884,used
2018,North.Twin,16.15490910057173,-18.415037499278842,used
2018,North.Twin,14.701153093893964,-17.415037499278842,used
2018,North.Twin,16.940224256377043,-30.415037499278842,used
2018,North.Twin,14.404171356136832,-25.415037499278842,used
2018,North.Twin,15.541674879886767,-23.415037499278846,used
2018,North.Twin,16.16970610249981,-20.415037499278842,used
2018,North.Twin,14.404171356136832,-19.41503749927884,used
2018,North.Twin,18.2813146083513,-18.415037499278842,used
2018,North.Twin,8.720207075991103,-11.415037499278844,used
2018,North.Twin,5.4422223286195015,-10.415037499278844,used
2018,North.Twin,5.4422223286195015,-9.415037499278844,used
2018,North.Twin,7.73990287720957,-8.415037499278844,used
2018,Silver,12.88538593202016,-29.415037499278842,used
2018,Silver,15.641210553437682,-22.415037499278842,used
2018,Silver,13.88538593202016,-21.415037499278842,used
2018,Silver,15.074863730883873,-20.415037499278842,used
2018,Silver,15.737828743606302,-19.41503749927884,used
2018,Silver,15.627404753912652,-18.415037499278842,used
2018,Silver,15.56731953683473,-17.415037499278842,used
2018,Silver,11.676986782763212,-28.415037499278842,used
2018,Silver,11.676986782763212,-25.415037499278842,used
2018,Silver,15.204499011300468,-23.415037499278846,used
2018,Silver,15.998914877650574,-22.415037499278842,used
2018,Silver,12.676986782763212,-21.415037499278842,used
2018,Silver,11.497280760528314,-20.415037499278842,used
2018,Silver,12.789461512021624,-19.41503749927884,used
2018,Silver,15.589930048493988,-18.415037499278842,used
2018,Silver,15.959386513463937,-17.415037499278842,used
2018,Silver,15.053747714064878,-16.415037499278842,used
2018,Silver,13.998914877650574,-15.415037499278844,used
2018,Silver,5.4422223286195015,-14.415037499278844,used
2018,Silver,6.764150423639592,-12.415037499278844,used
2018,Silver,7.748030758118731,-11.415037499278844,used
2018,Silver,6.027184829285354,-10.415037499278844,used
2018,Silver,6.179187922619797,-8.415037499278844,used
2018,Silver,6.249577250606001,-7.415037499278844,used
2018,Silver,7.944722669005547,-6.415037499278844,used
2018,South.Twin,19.853395817775723,-29.415037499278842,used
2018,South.Twin,16.731976017360864,-24.415037499278842,used
2018,South.Twin,18.200548738820224,-22.415037499278842,used
2018,South.Twin,15.622351526186366,-21.415037499278842,used
2018,South.Twin,19.07341799968674,-20.415037499278842,used
2018,South.Twin,17.56293043992682,-19.41503749927884,used
2018,South.Twin,17.320842972537935,-18.415037499278842,used
2018,South.Twin,15.392345920740043,-17.415037499278842,used
2018,South.Twin,14.681852537935027,-29.415037499278842,dropped
2018,South.Twin,17.46612384687959,-28.415037499278842,used
2018,South.Twin,14.802923771828187,-25.415037499278842,used
2018,South.Twin,16.319672745321505,-24.415037499278842,used
2018,South.Twin,17.60324270323866,-23.415037499278846,used
2018,South.Twin,17.650548418017017,-22.415037499278842,used
2018,South.Twin,16.544349014185094,-21.415037499278842,used
2018,South.Twin,17.249548752138455,-20.415037499278842,used
2018,South.Twin,16.030252844183583,-19.41503749927884,used
2018,South.Twin,14.673733804968125,-18.415037499278842,used
2018,South.Twin,14.006692228242294,-17.415037499278842,used
2018,South.Twin,6.4422223286195015,-13.415037499278844,used
2018,South.Twin,7.389754908749945,-11.415037499278844,used
2018,South.Twin,6.579725852309105,-9.415037499278844,used
2018,Storm,18.586474489857768,-29.415037499278842,used
2018,Storm,17.902682755501193,-28.415037499278842,used
2018,Storm,13.617280536638944,-27.415037499278846,used
2018,Storm,14.89379817183636,-26.41503749927885,used
2018,Storm,19.707579363053398,-25.415037499278842,used
2018,Storm,15.215726266723722,-24.415037499278842,used
2018,Storm,14.617280536638944,-23.415037499278846,used
2018,Storm,16.132869334319437,-22.415037499278842,used
2018,Storm,19.739288222780736,-21.415037499278842,used
2018,Storm,14.617280536638944,-20.415037499278842,used
2018,Storm,15.435240013927377,-19.41503749927884,used
2018,Storm,16.880456044242216,-18.415037499278842,used
2018,Storm,15.976516601989681,-17.415037499278842,used
2018,Storm,13.963388444021433,-29.415037499278842,used
2018,Storm,14.798450295248879,-25.415037499278842,used
2018,Storm,14.647442507149197,-24.415037499278842,used
2018,Storm,17.517381966584825,-22.415037499278842,used
2018,Storm,17.05718456364905,-21.415037499278842,used
2018,Storm,13.410047922473503,-20.415037499278842,used
2018,Storm,15.052495917855417,-19.41503749927884,used
2018,Storm,17.714471902609525,-18.415037499278842,used
2018,Storm,16.495439413704148,-17.415037499278842,used
2018,Storm,5.4422223286195015,-13.415037499278844,used
2018,Storm,6.4422223286195015,-11.415037499278844,used
2018,Storm,11.170142783232786,-10.415037499278844,used
2018,Storm,7.0271848291563135,-9.415037499278844,used
2018,Storm,7.942068215716151,-8.415037499278844,used
2018,Storm,5.4422223286195015,-5.415037499278844,used
2019,Blue,16.59681643407923,-28.415037499278842,used
2019,Blue,16.52281585263545,-22.415037499278842,used
2019,Blue,16.734319957829165,-20.415037499278842,used
2019,Blue,16.274888339191865,-19.41503749927884,used
2019,Blue,17.46082565862281,-29.415037499278842,used
2019,Blue,14.975328057332957,-24.415037499278842,used
2019,Blue,17.868412853416444,-23.415037499278846,used
2019,Blue,15.319282458550319,-22.415037499278842,used
2019,Blue,17.0367561256784,-20.415037499278842,used
2019,Blue,15.967379304217467,-19.41503749927884,used
2019,Blue,16.740746226988595,-18.415037499278842,used
2019,Blue,16.487124145492142,-17.415037499278842,used
2019,Blue,4.265344566463287,-13.415037499278844,used
2019,Blue,4.002310160629493,-10.415037499278844,used
2019,Blue,4.85030706743451,-9.415037499278844,used
2019,Blue,3.265344566463287,-8.415037499278844,used
2019,Blue,4.487736987799735,-7.415037499278844,used
2019,Center,12.94326684810066,-27.415037499278846,used
2019,Center,14.696352107630142,-26.41503749927885,used
2019,Center,17.065585917295863,-22.415037499278842,used
2019,Center,16.528229348821817,-21.415037499278842,used
2019,Center,15.180060417574085,-20.415037499278842,used
2019,Center,16.008145825383792,-18.415037499278842,used
2019,Center,15.991585335852085,-17.415037499278842,used
2019,Center,16.191194361544245,-16.415037499278842,used
2019,Center,16.544349014185094,-29.415037499278842,used
2019,Center,17.01346318621973,-28.415037499278842,used
2019,Center,16.244788732326185,-26.41503749927885,used
2019,Center,16.0347765224137,-22.415037499278842,used
2019,Center,12.489901230162717,-20.415037499278842,used
2019,Center,14.337127260375047,-19.41503749927884,used
2019,Center,13.281314608351298,-18.415037499278842,used
2019,Center,14.846911784205524,-17.415037499278842,used
2019,Center,14.676986782763212,-16.415037499278842,used
2019,Center,3.32423821862495,-11.415037499278844,dropped
2019,Center,5.4352695038050545,-10.415037499278844,used
2019,Center,7.757197748343707,-6.415037499278844,used
2019,Five.Island,19.45070517932227,-29.415037499278842,used
2019,Five.Island,17.320842972537935,-24.415037499278842,used
2019,Five.Island,16.58387737837173,-22.415037499278842,used
2019,Five.Island,15.294081904425177,-18.415037499278842,used
2019,Five.Island,16.09689003721387,-17.415037499278842,used
2019,Five.Island,17.375926037908012,-29.415037499278842,used
2019,Five.Island,16.75293563599651,-28.415037499278842,used
2019,Five.Island,16.365378873139772,-27.415037499278846,used
2019,Five.Island,16.12216944566223,-23.415037499278846,used
2019,Five.Island,17.728452950797166,-22.415037499278842,used
2019,Five.Island,15.421729727521138,-19.41503749927884,used
2019,Five.Island,17.520950261891763,-18.415037499278842,used
2019,Five.Island,16.84311592962477,-17.415037499278842,used
2019,Five.Island,5.9206963952663685,-11.415037499278844,used
2019,Five.Island,5.513272079985841,-6.415037499278844,dropped
2019,North.Twin,20.720420558220177,-29.415037499278842,used
2019,North.Twin,14.306737205231206,-24.415037499278842,used
2019,North.Twin,17.250531626054677,-22.415037499278842,used
2019,North.Twin,13.139958759105758,-20.415037499278842,used
2019,North.Twin,18.07517196612506,-19.41503749927884,used
2019,North.Twin,17.421729727521136,-18.415037499278842,used
2019,North.Twin,17.895893589838554,-29.415037499278842,used
2019,North.Twin,15.536311695119675,-28.415037499278842,used
2019,North.Twin,14.195453871697461,-26.41503749927885,used
2019,North.Twin,13.93513896721726,-25.415037499278842,used
2019,North.Twin,16.85069767776937,-21.415037499278842,used
2019,North.Twin,17.28917454814098,-19.41503749927884,used
2019,North.Twin,17.05601382996402,-18.415037499278842,used
2019,North.Twin,15.741911570380624,-17.415037499278842,used
2019,North.Twin,7.594468162799641,-10.415037499278844,used
2019,North.Twin,3.265344566463287,-8.415037499278844,dropped
2019,North.Twin,7.089773002003395,-7.415037499278844,used
2019,Silver,11.789461512021624,-29.415037499278842,dropped
2019,Silver,12.37442401274278,-22.415037499278842,used
2019,Silver,15.7203959256098,-18.415037499278842,used
2019,Silver,15.116190593172808,-17.415037499278842,used
2019,Silver,14.157531388553707,-23.415037499278846,used
2019,Silver,14.082979142439049,-21.415037499278842,used
2019,Silver,14.157531388553707,-19.41503749927884,used
2019,Silver,15.485900532677377,-18.415037499278842,used
2019,Silver,15.93513896721726,-17.415037499278842,used
2019,Silver,14.398270754697148,-15.415037499278844,used
2019,Silver,5.0726994886280625,-13.415037499278844,used
2019,Silver,5.819933418054731,-10.415037499278844,used
2019,Silver,4.265344566463287,-9.415037499278844,used
2019,Silver,3.265344566463287,-8.415037499278844,used
2019,Silver,7.327120763973609,-7.415037499278844,used
2019,Silver,3.265344566463287,-5.415037499278844,used
2019,South.Twin,19.858575573795562,-29.415037499278842,used
2019,South.Twin,15.889598183307074,-28.415037499278842,used
2019,South.Twin,17.861424351094715,-24.415037499278842,used
2019,South.Twin,18.505595037267863,-23.415037499278846,used
2019,South.Twin,15.7452082739719,-22.415037499278842,used
2019,South.Twin,15.011853933358072,-20.415037499278842,used
2019,South.Twin,15.404171356136832,-19.41503749927884,used
2019,South.Twin,14.983233255418304,-18.415037499278842,used
2019,South.Twin,13.08224326124947,-17.415037499278842,used
2019,South.Twin,13.511927536492715,-29.415037499278842,dropped
2019,South.Twin,16.621085448842372,-28.415037499278842,used
2019,South.Twin,14.181778934800384,-25.415037499278842,used
2019,South.Twin,16.56194105021547,-24.415037499278842,used
2019,South.Twin,17.924914296206797,-23.415037499278846,used
2019,South.Twin,17.57376917875001,-22.415037499278842,used
2019,South.Twin,15.2022430373601,-21.415037499278842,used
2019,South.Twin,15.829477190869504,-20.415037499278842,used
2019,South.Twin,15.810719132582143,-19.41503749927884,used
2019,South.Twin,14.617280536638944,-18.415037499278842,used
2019,South.Twin,13.676986782763212,-17.415037499278842,used
2019,South.Twin,3.265344566463287,-13.415037499278844,dropped
2019,South.Twin,5.3009684761757105,-11.415037499278844,used
2019,South.Twin,4.85030706743451,-9.415037499278844,used
2019,Storm,13.833855631380079,-29.415037499278842,used
2019,Storm,13.517381966584823,-27.415037499278846,used
2019,Storm,16.254007262355564,-23.415037499278846,used
2019,Storm,13.281314608351298,-20.415037499278842,used
2019,Storm,13.195453871697461,-19.41503749927884,used
2019,Storm,15.089585236590638,-18.415037499278842,used
2019,Storm,15.807383420018887,-17.415037499278842,used
2019,Storm,12.139958759105758,-16.415037499278842,used
2019,Storm,12.139958759105758,-15.415037499278844,used
2019,Storm,15.281314608351298,-30.415037499278842,used
2019,Storm,13.350176466496103,-26.41503749927885,used
2019,Storm,17.93513896721726,-25.415037499278842,used
2019,Storm,15.544349014185093,-24.415037499278842,used
2019,Storm,16.18263742637043,-22.415037499278842,used
2019,Storm,12.959386513463937,-17.415037499278842,used
2019,Storm,7.1479876157920685,-11.415037499278844,used
2019,Storm,5.587272661350649,-9.415037499278844,used
2019,Storm,6.435269568072311,-8.415037499278844,used
2019,Storm,4.265344566463287,-7.415037499278844,used
2019,Storm,7.3761903351564015,-6.415037499278844,used
2020,Blue,16.892749320433644,-28.415037499278842,used
2020,Blue,18.187777675421827,-27.415037499278846,used
2020,Blue,18.607724120326097,-26.41503749927885,used
2020,Blue,14.181778934800384,-25.415037499278842,used
2020,Blue,15.904244959271475,-24.415037499278842,used
2020,Blue,17.586582601442434,-23.415037499278846,used
2020,Blue,17.96533536750224,-22.415037499278842,used
2020,Blue,17.13553195280679,-21.415037499278842,used
2020,Blue,15.664750110244313,-20.415037499278842,used
2020,Blue,17.496789267183644,-19.41503749927884,used
2020,Blue,16.17747879736676,-18.415037499278842,used
2020,Blue,16.412977253512175,-17.415037499278842,used
2020,Blue,3.265344566463287,-13.415037499278844,used
2020,Blue,4.850307067371993,-12.415037499278844,used
2020,Blue,4.265344566463287,-9.415037499278844,used
2020,Blue,5.156115496784392,-7.415037499278844,used
2020,Center,19.94326684810066,-28.415037499278842,used
2020,Center,15.0105652373895,-27.415037499278846,used
2020,Center,12.111389606908986,-26.41503749927885,used
2020,Center,14.018280202517506,-25.415037499278842,used
2020,Center,15.067033057244704,-22.415037499278842,used
2020,Center,13.68992583847071,-21.415037499278842,used
2020,Center,10.882570916413105,-20.415037499278842,used
2020,Center,15.926965035771559,-18.415037499278842,used
2020,Center,14.482173868138105,-17.415037499278842,used
2020,Center,14.281314608351298,-16.415037499278842,used
2020,Center,18.120378390136242,-29.415037499278842,used
2020,Center,14.731976017360864,-25.415037499278842,used
2020,Center,13.24889313065892,-23.415037499278846,used
2020,Center,16.503707029687746,-22.415037499278842,used
2020,Center,15.056248052716526,-21.415037499278842,used
2020,Center,13.696352107630142,-19.41503749927884,used
2020,Center,16.018280202517506,-17.415037499278842,used
2020,Center,5.324238255516856,-12.415037499278844,used
2020,Center,3.6803820657421307,-11.415037499278844,used
2020,Center,4.487736987799735,-8.415037499278844,used
2020,Five.Island,17.353229790473655,-28.415037499278842,used
2020,Five.Island,16.998914877650574,-27.415037499278846,used
2020,Five.Island,15.974336854929907,-24.415037499278842,used
2020,Five.Island,15.917369878990373,-22.415037499278842,used
2020,Five.Island,14.489901230162717,-21.415037499278842,used
2020,Five.Island,14.720198849584511,-19.41503749927884,used
2020,Five.Island,15.385899773039768,-18.415037499278842,used
2020,Five.Island,15.763684877088203,-17.415037499278842,used
2020,Five.Island,17.714274015627407,-28.415037499278842,used
2020,Five.Island,17.577799207908857,-27.415037499278846,used
2020,Five.Island,15.761388201027334,-26.41503749927885,used
2020,Five.Island,17.035251874985015,-25.415037499278842,used
2020,Five.Island,13.195453871697461,-24.415037499278842,used
2020,Five.Island,15.252168262691782,-23.415037499278846,used
2020,Five.Island,14.517381966584823,-22.415037499278842,used
2020,Five.Island,15.536311695119675,-21.415037499278842,used
2020,Five.Island,16.079480358954243,-19.41503749927884,used
2020,Five.Island,15.87874173126693,-18.415037499278842,used
2020,Five.Island,15.911512959735514,-17.415037499278842,used
2020,Five.Island,13.789461512021624,-16.415037499278842,used
2020,Five.Island,3.8503070671844433,-13.415037499278844,used
2020,Five.Island,5.909200756538092,-11.415037499278844,used
2020,Five.Island,3.265344566463287,-8.415037499278844,used
2020,Five.Island,5.943416471529037,-7.415037499278844,used
2020,Five.Island,3.265344566463287,-6.415037499278844,used
2020,North.Twin,18.75524579668371,-29.415037499278842,used
2020,North.Twin,19.521119960773436,-28.415037499278842,used
2020,North.Twin,16.036122948121218,-24.415037499278842,used
2020,North.Twin,17.120378390136242,-22.415037499278842,used
2020,North.Twin,18.133757419937442,-21.415037499278842,used
2020,North.Twin,17.674954531348295,-20.415037499278842,used
2020,North.Twin,17.79564731196792,-19.41503749927884,used
2020,North.Twin,16.715460930577848,-17.415037499278842,used
2020,North.Twin,15.615925257026934,-29.415037499278842,used
2020,North.Twin,13.576057873912431,-25.415037499278842,used
2020,North.Twin,14.282596434327129,-22.415037499278842,used
2020,North.Twin,20.933609878530515,-21.415037499278842,used
2020,North.Twin,16.90608272134006,-20.415037499278842,used
2020,North.Twin,15.099316774608411,-19.41503749927884,used
2020,North.Twin,12.952960244304503,-18.415037499278842,used
2020,North.Twin,3.6803820657421307,-13.415037499278844,used
2020,North.Twin,5.750771393847872,-12.415037499278844,used
2020,North.Twin,5.191343985177447,-10.415037499278844,used
2020,Silver,12.751613881400266,-27.415037499278846,used
2020,Silver,11.103121990925386,-24.415037499278842,used
2020,Silver,14.800768648679687,-22.415037499278842,used
2020,Silver,13.554996258384602,-21.415037499278842,used
2020,Silver,14.238629813847945,-19.41503749927884,used
2020,Silver,13.764012675409957,-17.415037499278842,used
2020,Silver,11.103121990925386,-16.415037499278842,used
2020,Silver,13.670473475804538,-15.415037499278844,used
2020,Silver,16.964387194522303,-28.415037499278842,used
2020,Silver,17.620451993270883,-27.415037499278846,used
2020,Silver,16.173165804495675,-25.415037499278842,used
2020,Silver,14.876924353271963,-24.415037499278842,used
2020,Silver,17.28664805265434,-22.415037499278842,used
2020,Silver,14.279710722648709,-21.415037499278842,used
2020,Silver,16.48294846952095,-20.415037499278842,used
2020,Silver,14.333377133539443,-19.41503749927884,used
2020,Silver,14.99174861976838,-18.415037499278842,used
2020,Silver,15.382559130240459,-17.415037499278842,used
2020,Silver,6.456486053716729,-12.415037499278844,used
2020,Silver,5.113341473268305,-10.415037499278844,used
2020,Silver,2.943416471763475,-9.415037499278844,used
2020,Silver,3.528378972547148,-8.415037499278844,used
2020,Silver,4.113341473101593,-5.415037499278844,used
2020,South.Twin,14.88538593202016,-29.415037499278842,dropped
2020,South.Twin,17.46894161152707,-27.415037499278846,used
2020,South.Twin,14.696352107630142,-26.41503749927885,used
2020,South.Twin,16.759855049936302,-25.415037499278842,used
2020,South.Twin,17.111389606908986,-24.415037499278842,used
2020,South.Twin,16.96937060203656,-22.415037499278842,used
2020,South.Twin,16.622351526186367,-21.415037499278842,used
2020,South.Twin,16.095067301607052,-20.415037499278842,used
2020,South.Twin,17.593269746529273,-19.41503749927884,used
2020,South.Twin,15.300423431299004,-18.415037499278842,used
2020,South.Twin,14.347116666747045,-17.415037499278842,used
2020,South.Twin,15.300423431299004,-22.415037499278842,used
2020,South.Twin,16.029775841355335,-21.415037499278842,used
2020,South.Twin,12.052495917855419,-19.41503749927884,used
2020,South.Twin,12.637458418576575,-18.415037499278842,used
2020,South.Twin,13.859850839913022,-17.415037499278842,used
2020,South.Twin,5.657661989277771,-11.415037499278844,dropped
2020,South.Twin,5.587272661500689,-9.415037499278844,used
2020,Storm,14.008714225827505,-29.415037499278842,used
2020,Storm,13.444813340634179,-27.415037499278846,used
2020,Storm,12.342002535050403,-25.415037499278842,used
2020,Storm,13.835191897077747,-22.415037499278842,used
2020,Storm,14.593676726548662,-20.415037499278842,used
2020,Storm,13.444240728981141,-19.41503749927884,used
2020,Storm,14.53422321540272,-18.415037499278842,used
2020,Storm,12.611482217758216,-17.415037499278842,used
2020,Storm,12.061484701082673,-16.415037499278842,used
2020,Storm,12.544349014185093,-15.415037499278844,used
2020,Storm,15.711659360417991,-29.415037499278842,used
2020,Storm,15.257067062104621,-27.415037499278846,used
2020,Storm,15.677880067272895,-25.415037499278842,used
2020,Storm,15.157531388553707,-24.415037499278842,used
2020,Storm,15.179601800375313,-22.415037499278842,used
2020,Storm,12.37442401274278,-20.415037499278842,used
2020,Storm,13.813456063518755,-18.415037499278842,used
2020,Storm,7.640383998018099,-11.415037499278844,used
2020,Storm,2.6803820657421307,-10.415037499278844,dropped
2020,Storm,5.809665082622795,-9.415037499278844,used
2020,Storm,4.993265021153879,-7.415037499278844,used
2020,Storm,8.203944021994849,-3.415037499278844,used
